City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
230,Baghdad,IQ,2022-05-07 22:06:39,33.3406,44.4009,64.31,42,0,3.44,clear sky
231,Tazovskiy,RU,2022-05-07 22:06:40,67.4667,78.7,-4.29,100,47,5.79,scattered clouds
232,San Policarpo,PH,2022-05-07 22:06:40,12.1791,125.5072,81.25,82,53,12.73,broken clouds
233,Axim,GH,2022-05-07 22:06:41,4.8699,-2.2405,81.45,81,90,6.89,overcast clouds
234,Sumenep,ID,2022-05-07 22:06:42,-7.0167,113.8667,80.96,84,86,6.42,overcast clouds
235,Taoudenni,ML,2022-05-07 22:06:42,22.6783,-3.9836,87.85,10,0,11.65,clear sky
236,Hanstholm,DK,2022-05-07 22:06:43,57.1167,8.6167,44.62,71,15,22.91,few clouds
237,Port Blair,IN,2022-05-07 22:06:43,11.6667,92.75,84.24,79,75,12.66,mist
238,Vila Velha,BR,2022-05-07 22:06:43,-20.3297,-40.2925,75.15,83,75,10.36,broken clouds
239,Tessalit,ML,2022-05-07 22:02:16,20.1986,1.0114,85.82,12,44,13.78,scattered clouds
240,Sesvete,HR,2022-05-07 22:06:44,45.8311,16.1164,59.67,84,0,3.44,clear sky
241,Lubao,PH,2022-05-07 22:06:45,14.9167,120.55,82.47,81,99,5.1,overcast clouds
242,Mogadishu,SO,2022-05-07 22:06:46,2.0371,45.3438,81.99,81,75,15.9,broken clouds
243,Ambanja,MG,2022-05-07 22:06:46,-13.6833,48.45,74.5,87,9,3.42,clear sky
244,Voyvozh,RU,2022-05-07 22:06:47,62.892,54.9635,41.23,90,94,6.85,overcast clouds
245,Trelew,AR,2022-05-07 22:06:47,-43.249,-65.3051,74.17,31,39,6.02,scattered clouds
246,Talcahuano,CL,2022-05-07 22:06:48,-36.7167,-73.1167,55.08,94,0,9.22,clear sky
247,East London,ZA,2022-05-07 22:06:49,-33.0153,27.9116,62.53,90,100,14.9,heavy intensity rain
248,Korla,CN,2022-05-07 22:06:49,41.7597,86.1469,71.83,40,71,12.88,broken clouds
249,Santiago Del Estero,AR,2022-05-07 22:06:50,-27.7951,-64.2615,74.23,47,98,6.71,overcast clouds
250,Kieta,PG,2022-05-07 22:06:51,-6.2167,155.6333,82.94,75,52,2.66,broken clouds
251,Adre,TD,2022-05-07 22:06:51,13.4667,22.2,83.01,15,99,3.44,overcast clouds
252,Juliaca,PE,2022-05-07 22:06:52,-15.5,-70.1333,50.07,53,43,8.59,scattered clouds
253,Puro,PH,2022-05-07 22:06:52,12.4841,123.3827,80.82,83,13,10.89,few clouds
254,Roald,NO,2022-05-07 22:06:53,62.5833,6.1333,41.9,81,75,12.66,broken clouds
255,Usmajac,MX,2022-05-07 22:06:54,19.8667,-103.5667,95.56,16,48,5.21,scattered clouds
256,Emerald,AU,2022-05-07 22:03:07,-23.5333,148.1667,57.34,64,70,17.69,broken clouds
257,Marsh Harbour,BS,2022-05-07 22:05:43,26.5412,-77.0636,81.09,65,26,15.43,scattered clouds
258,Perbaungan,ID,2022-05-07 22:06:55,3.5679,98.956,76.57,85,100,4.23,light rain
259,Sinnamary,GF,2022-05-07 22:06:56,5.3833,-52.95,78.15,87,69,9.31,broken clouds
260,Saskylakh,RU,2022-05-07 22:06:56,71.9167,114.0833,5.77,94,18,9.35,few clouds
261,Fare,PF,2022-05-07 22:06:57,-16.7,-151.0167,81.36,74,6,5.82,clear sky
262,Faanui,PF,2022-05-07 22:06:57,-16.4833,-151.75,81.39,75,6,6.62,light rain
263,Samarai,PG,2022-05-07 22:05:10,-10.6167,150.6667,83.53,78,41,13.58,scattered clouds
264,Lancut,PL,2022-05-07 22:01:58,50.0687,22.2291,51.55,85,0,1.14,clear sky
265,Saint George,US,2022-05-07 22:06:58,37.1041,-113.5841,91.63,14,0,18.41,clear sky
266,Ghanzi,BW,2022-05-07 22:06:59,-21.5667,21.7833,65.43,28,45,9.46,scattered clouds
267,Batang Berjuntai,MY,2022-05-07 22:07:00,3.3833,101.4167,76.69,93,100,5.08,light rain
268,Tuktoyaktuk,CA,2022-05-07 22:07:00,69.4541,-133.0374,32.31,89,99,8.84,overcast clouds
269,Port Hueneme,US,2022-05-07 22:07:01,34.1478,-119.1951,82.78,67,0,13.8,haze
270,Verkhoyansk,RU,2022-05-07 22:07:01,67.5447,133.385,18.93,78,93,3.47,overcast clouds
271,Banjar,ID,2022-05-07 22:08:02,-8.19,114.9675,77.9,91,68,3.62,broken clouds
272,Polson,US,2022-05-07 22:05:42,47.6936,-114.1632,51.22,72,95,5.01,overcast clouds
273,Abu Kamal,SY,2022-05-07 22:08:03,34.4506,40.9171,66.13,37,3,7.56,clear sky
274,Saldanha,ZA,2022-05-07 22:08:04,-33.0117,17.9442,57.61,78,0,16.53,clear sky
275,Vanimo,PG,2022-05-07 22:08:04,-2.6741,141.3028,80.56,85,79,5.93,broken clouds
276,Ornskoldsvik,SE,2022-05-07 22:08:05,63.2909,18.7153,38.35,60,5,12.66,clear sky
277,Tsumeb,NA,2022-05-07 22:08:06,-19.2333,17.7167,63.45,36,0,6.93,clear sky
278,The Valley,AI,2022-05-07 22:08:06,18.217,-63.0578,80.1,76,15,15.84,few clouds
279,Grand-Lahou,CI,2022-05-07 22:08:07,5.1367,-5.0242,81.07,81,92,7.11,overcast clouds
280,Moron,AR,2022-05-07 22:08:08,-34.6534,-58.6198,69.69,77,91,5.23,overcast clouds
281,Cidreira,BR,2022-05-07 22:08:08,-30.1811,-50.2056,63.07,74,0,7.45,clear sky
282,Rio De Janeiro,BR,2022-05-07 22:07:45,-22.9028,-43.2075,75.16,71,75,5.75,broken clouds
283,Waverley,ZA,2022-05-07 22:08:09,-25.7023,28.2591,61.54,48,6,2.89,clear sky
284,North Bend,US,2022-05-07 22:08:10,43.4065,-124.2243,56.16,78,75,13.8,broken clouds
285,Valparai,IN,2022-05-07 22:08:10,10.3667,76.9667,66.47,79,100,2.17,overcast clouds
286,Nemuro,JP,2022-05-07 22:08:11,43.3236,145.575,43.09,95,100,21.36,moderate rain
287,Hammerfest,NO,2022-05-07 22:08:11,70.6634,23.6821,34.25,100,100,12.66,overcast clouds
288,Humaita,BR,2022-05-07 22:08:12,-7.5061,-63.0208,76.01,95,91,2.51,overcast clouds
289,Sambava,MG,2022-05-07 22:08:13,-14.2667,50.1667,75.07,86,17,7.25,light rain
290,Minggang,CN,2022-05-07 22:08:13,32.4586,114.0486,58.26,77,18,9.01,few clouds
291,Road Town,VG,2022-05-07 22:08:14,18.4167,-64.6167,80.69,74,40,10.36,scattered clouds
292,Rudbar,AF,2022-05-07 22:08:14,30.15,62.6,86.67,13,40,3.56,scattered clouds
293,Neiafu,TO,2022-05-07 22:08:15,-18.65,-173.9833,77.68,94,75,4.61,light rain
294,Cherskiy,RU,2022-05-07 22:08:16,68.75,161.3,30.25,96,100,6.35,overcast clouds
295,Tautira,PF,2022-05-07 22:08:16,-17.7333,-149.15,80.62,76,6,0.83,clear sky
296,Petrozavodsk,RU,2022-05-07 22:06:52,61.7849,34.3469,47.86,84,41,10.33,scattered clouds
297,Qaqortoq,GL,2022-05-07 22:08:17,60.7167,-46.0333,43.03,62,100,7.83,overcast clouds
298,Geraldton,AU,2022-05-07 22:05:58,-28.7667,114.6,55.81,82,10,6.91,clear sky
299,Port Lincoln,AU,2022-05-07 22:08:18,-34.7333,135.8667,55.51,80,1,3.15,clear sky
300,Anloga,GH,2022-05-07 22:08:19,5.7947,0.8973,82.09,79,42,9.53,scattered clouds
301,Mountain Home,US,2022-05-07 22:08:19,43.133,-115.6912,51.28,54,75,11.5,broken clouds
302,Springfield,US,2022-05-07 22:03:30,37.2153,-93.2982,76.53,50,0,9.22,clear sky
303,Dudinka,RU,2022-05-07 22:08:20,69.4058,86.1778,11.62,96,79,11.41,broken clouds
304,Sabang,ID,2022-05-07 22:08:20,5.8933,95.3214,81.45,78,100,7.29,heavy intensity rain
305,Sistranda,NO,2022-05-07 22:08:21,63.7256,8.834,37.36,89,100,24.72,overcast clouds
306,Puerto Varas,CL,2022-05-07 22:06:11,-41.3195,-72.9854,61.02,77,100,14.97,overcast clouds
307,Monroe,US,2022-05-07 22:08:23,43.1501,-77.6831,57.49,41,75,12.66,broken clouds
308,Doha,QA,2022-05-07 22:05:07,25.2867,51.5333,85.98,62,90,19.57,overcast clouds
309,Nalut,LY,2022-05-07 22:08:23,30.3333,10.85,66.25,29,1,12.59,clear sky
310,Sakhon Nakhon,TH,2022-05-07 22:08:24,17.1612,104.1472,75.24,94,100,4.5,light rain
311,Sapa,PH,2022-05-07 22:08:24,5.1544,120.3241,81.41,82,100,6.46,overcast clouds
312,Beloha,MG,2022-05-07 22:08:25,-25.1667,45.05,68.85,85,43,3.02,light rain
313,Fairbanks,US,2022-05-07 22:08:23,64.8378,-147.7164,54.01,65,40,9.22,scattered clouds
314,Sulangan,PH,2022-05-07 22:08:26,11.1373,123.7228,82.56,79,30,13.87,scattered clouds
315,Pochutla,MX,2022-05-07 22:08:27,15.7432,-96.4661,91.22,46,86,7.94,overcast clouds
316,Pokosnoye,RU,2022-05-07 22:08:27,55.5258,101.0536,43.79,49,100,9.84,overcast clouds
317,Soyo,AO,2022-05-07 22:08:28,-6.1349,12.3689,78.4,86,35,2.73,scattered clouds
318,Chara,RU,2022-05-07 22:09:28,56.9064,118.2631,39.83,46,93,0.94,overcast clouds
319,Souillac,MU,2022-05-07 22:09:29,-20.5167,57.5167,75.09,81,20,12.97,few clouds
320,Celestun,MX,2022-05-07 22:09:30,20.8667,-90.4,85.8,70,0,12.19,clear sky
321,Sibolga,ID,2022-05-07 22:07:01,1.7427,98.7792,75.7,89,100,3.06,overcast clouds
322,Huarmey,PE,2022-05-07 22:09:31,-10.0681,-78.1522,69.64,78,12,10.74,few clouds
323,Melur,IN,2022-05-07 22:09:31,10.05,78.3333,84.2,58,100,2.8,overcast clouds
324,Udachnyy,RU,2022-05-07 22:09:32,66.4167,112.4,28.45,86,100,15.14,overcast clouds
325,Comodoro Rivadavia,AR,2022-05-07 22:09:32,-45.8667,-67.5,67.86,49,0,6.91,clear sky
326,Cumberland,US,2022-05-07 22:09:33,35.0502,-78.8664,68.22,83,75,12.66,broken clouds
327,Ngunguru,NZ,2022-05-07 22:09:34,-35.6167,174.5,62.15,67,34,0.83,scattered clouds
328,Tondon,GN,2022-05-07 22:09:34,10.3667,-13.35,78.66,80,47,3.2,scattered clouds
329,Muros,ES,2022-05-07 22:09:35,42.7762,-9.0603,61.16,73,99,4.21,overcast clouds
330,Castelo Branco,PT,2022-05-07 22:09:35,39.8222,-7.4909,60.96,40,100,3.56,overcast clouds
331,Conde,BR,2022-05-07 22:09:36,-7.2597,-34.9075,76.46,94,20,3.44,few clouds
332,Coquimbo,CL,2022-05-07 22:09:37,-29.9533,-71.3436,58.73,77,100,5.75,overcast clouds
333,Holme,DK,2022-05-07 22:09:37,56.1138,10.1725,42.37,82,7,14.25,clear sky
334,Brigham City,US,2022-05-07 22:09:38,41.5102,-112.0155,63.64,28,0,8.99,clear sky
335,Qasigiannguit,GL,2022-05-07 22:06:19,68.8193,-51.1922,28.65,84,10,3.6,clear sky
336,Werda,BW,2022-05-07 22:09:38,-25.2667,23.2833,63.09,42,65,13.13,broken clouds
337,Sobolevo,RU,2022-05-07 22:09:39,54.4299,31.8996,48.38,88,97,9.75,overcast clouds
338,Los Llanos De Aridane,ES,2022-05-07 22:09:40,28.6585,-17.9182,64.15,81,20,10.36,few clouds
339,Toora-Khem,RU,2022-05-07 22:09:40,52.4675,96.11,38.43,78,98,9.24,overcast clouds
340,Yabrud,SY,2022-05-07 22:09:41,33.9674,36.6574,47.1,61,0,0.4,clear sky
341,Makakilo City,US,2022-05-07 22:09:42,21.3469,-158.0858,79.12,61,100,16.11,light rain
342,Akyab,MM,2022-05-07 22:09:42,20.15,92.9,81.77,77,78,7.87,broken clouds
343,Karatau,KZ,2022-05-07 22:09:43,43.1667,70.4667,63.82,45,83,1.77,broken clouds
344,Quatre Cocos,MU,2022-05-07 22:09:44,-20.2078,57.7625,76.08,78,29,14.7,scattered clouds
345,Grindavik,IS,2022-05-07 22:09:44,63.8424,-22.4338,45.07,93,75,21.85,light intensity drizzle rain
346,Komsomolskiy,UZ,2022-05-07 22:09:45,40.4272,71.7189,66.92,59,0,6.91,clear sky
347,Yagodnoye,RU,2022-05-07 22:09:45,62.55,149.6667,30.06,93,100,2.95,light snow
348,Pozo Colorado,PY,2022-05-07 22:09:46,-23.4923,-58.7972,71.37,49,4,3.65,clear sky
349,Kavaratti,IN,2022-05-07 22:07:22,10.5669,72.642,84.13,72,27,11.18,scattered clouds
350,Kuryk,KZ,2022-05-07 22:07:43,43.2,51.65,58.87,86,91,12.21,light rain
351,Sorland,NO,2022-05-07 22:09:47,67.667,12.6934,33.66,56,85,21.52,light snow
352,Hithadhoo,MV,2022-05-07 22:09:48,-0.6,73.0833,83.5,78,13,16.49,few clouds
353,Calbuco,CL,2022-05-07 22:09:48,-41.768,-73.1273,61.81,79,99,13.2,overcast clouds
354,Safaga,EG,2022-05-07 22:09:49,26.7292,33.9365,76.66,30,9,12.8,clear sky
355,Eyl,SO,2022-05-07 22:09:49,7.9803,49.8164,82.65,83,63,12.01,broken clouds
356,Gondanglegi,ID,2022-05-07 22:09:50,-7.7479,112.0132,75.27,91,47,4.29,scattered clouds
357,Buala,SB,2022-05-07 22:06:29,-8.145,159.5921,82.65,78,93,8.99,light rain
358,Kentau,KZ,2022-05-07 22:09:51,43.5206,68.5094,71.26,40,66,14.85,broken clouds
359,Cabo San Lucas,MX,2022-05-07 22:09:51,22.8909,-109.9124,89.91,22,0,10.36,clear sky
360,Port Macquarie,AU,2022-05-07 22:08:46,-31.4333,152.9167,51.89,60,89,6.44,overcast clouds
361,Ostrovnoy,RU,2022-05-07 22:06:14,68.0531,39.5131,36.61,98,100,13.53,light rain
362,Zyryanka,RU,2022-05-07 22:09:53,65.75,150.85,30.54,88,100,11.23,overcast clouds
363,Santa Rosa,PH,2022-05-07 22:09:53,14.3122,121.1114,83.08,78,77,9.57,broken clouds
364,Chicama,PE,2022-05-07 22:10:54,-7.8447,-79.1469,63.14,73,14,9.98,few clouds
365,Bubaque,GW,2022-05-07 22:10:54,11.2833,-15.8333,77.36,75,3,18.16,clear sky
366,Baft,IR,2022-05-07 22:10:55,29.234,56.6057,59.14,41,81,1.7,broken clouds
367,Muana,BR,2022-05-07 22:10:55,-1.5283,-49.2167,76.8,93,97,5.1,light rain
368,Staryy Nadym,RU,2022-05-07 22:10:56,65.6118,72.6842,13.17,92,19,8.57,few clouds
369,Hambantota,LK,2022-05-07 22:10:57,6.1241,81.1185,80.28,85,100,12.46,overcast clouds
370,Durazno,UY,2022-05-07 22:10:57,-33.4131,-56.5006,65.82,69,87,6.02,overcast clouds
371,Richards Bay,ZA,2022-05-07 22:10:58,-28.783,32.0377,68.95,88,38,4.12,scattered clouds
372,Oum Hadjer,TD,2022-05-07 22:10:59,13.2954,19.6966,92.07,17,31,4.25,scattered clouds
373,Srednekolymsk,RU,2022-05-07 22:08:05,67.45,153.6833,24.91,87,98,8.9,overcast clouds
374,Karabash,RU,2022-05-07 22:11:00,55.4808,60.2157,38.82,74,2,4.23,clear sky
375,Manavalakurichi,IN,2022-05-07 22:11:00,8.1333,77.3,81.09,88,78,11.12,broken clouds
376,Shache,CN,2022-05-07 22:11:01,38.4167,77.2406,67.71,35,6,4.41,clear sky
377,Hami,CN,2022-05-07 22:07:36,42.8,93.45,68.61,29,44,10.13,scattered clouds
378,Asyut,EG,2022-05-07 22:11:02,27.181,31.1837,75.42,16,55,7.58,broken clouds
379,Coihaique,CL,2022-05-07 22:11:02,-45.5752,-72.0662,56.01,94,75,5.75,light rain
380,Alekseyevsk,RU,2022-05-07 22:11:03,57.8406,108.3492,43.48,75,100,8.68,overcast clouds
381,Metu,ET,2022-05-07 22:11:03,8.3,35.5833,58.95,97,95,2.77,light rain
382,Cedar City,US,2022-05-07 22:11:04,37.6775,-113.0619,77.97,14,0,25.32,clear sky
383,Alcantara,BR,2022-05-07 22:11:04,-2.4089,-44.4147,79.0,89,99,6.31,overcast clouds
384,Usvyaty,RU,2022-05-07 22:11:05,55.7456,30.7533,46.35,98,62,5.59,broken clouds
385,Zhigansk,RU,2022-05-07 22:11:06,66.7697,123.3711,24.57,88,100,9.71,light snow
386,Guerrero Negro,MX,2022-05-07 22:11:06,27.9769,-114.0611,68.76,62,20,18.32,few clouds
387,Betioky,MG,2022-05-07 22:11:07,-23.7167,44.3833,68.95,79,46,0.72,scattered clouds
388,Tosya,TR,2022-05-07 22:11:08,41.0155,34.0401,43.68,88,99,2.01,overcast clouds
389,Khammam,IN,2022-05-07 22:09:14,17.25,80.15,86.74,51,81,8.75,broken clouds
390,Sfantu Gheorghe,RO,2022-05-07 22:11:08,45.8667,25.7833,50.94,73,40,3.53,scattered clouds
391,Urucurituba,BR,2022-05-07 22:11:09,-2.6833,-57.6667,76.55,96,90,2.13,overcast clouds
392,Wamba,NG,2022-05-07 22:09:29,8.9333,8.6,73.47,80,97,6.98,light rain
393,Seoul,KR,2022-05-07 22:11:10,37.5683,126.9778,60.24,48,100,3.96,overcast clouds
394,Antalaha,MG,2022-05-07 22:11:10,-14.9003,50.2788,73.24,92,36,4.72,light rain
395,San Quintin,MX,2022-05-07 22:11:11,30.4833,-115.95,65.43,71,7,14.36,clear sky
396,Jambi,ID,2022-05-07 22:11:12,-1.6,103.6167,74.61,98,100,4.07,moderate rain
397,Susanville,US,2022-05-07 22:11:12,40.4163,-120.653,60.64,29,0,23.02,clear sky
398,Tabas,IR,2022-05-07 22:11:13,33.5959,56.9244,76.19,36,100,2.08,overcast clouds
399,Iracoubo,GF,2022-05-07 22:11:14,5.4802,-53.2011,77.72,87,90,8.95,overcast clouds
400,Dorado,PR,2022-05-07 22:11:14,18.4588,-66.2677,83.34,80,75,18.41,haze
401,Puerto Quijarro,BO,2022-05-07 22:11:15,-17.7833,-57.7667,76.39,38,0,3.42,clear sky
402,Olinda,BR,2022-05-07 22:11:16,-8.0089,-34.8553,78.53,83,75,11.5,broken clouds
403,Saint-Augustin,CA,2022-05-07 22:11:16,51.226,-58.6502,40.03,49,100,11.95,overcast clouds
404,Sao Filipe,CV,2022-05-07 22:11:17,14.8961,-24.4956,74.3,77,39,15.66,scattered clouds
405,Shingu,JP,2022-05-07 22:11:17,33.7333,135.9833,63.82,71,11,5.46,few clouds
406,Miri,MY,2022-05-07 22:11:18,4.4148,114.0089,77.14,93,100,4.61,overcast clouds
407,Zelenoborskiy,RU,2022-05-07 22:11:19,66.845,32.3622,34.3,81,100,9.69,overcast clouds
408,Antropovo,RU,2022-05-07 22:11:19,58.3988,43.0066,45.09,76,25,8.16,scattered clouds
409,Alice Springs,AU,2022-05-07 22:11:20,-23.7,133.8833,36.95,75,0,5.75,clear sky
410,Evensk,RU,2022-05-07 22:11:20,61.95,159.2333,32.02,98,100,7.31,overcast clouds
411,Saint Anthony,US,2022-05-07 22:10:04,45.0205,-93.218,75.22,27,0,20.71,clear sky
412,El Cope,PA,2022-05-07 22:12:22,8.6167,-80.6,77.27,77,63,4.5,broken clouds
413,Karpathos,GR,2022-05-07 22:12:22,35.507,27.2132,62.56,72,18,11.5,few clouds
414,Sumbe,AO,2022-05-07 22:12:24,-11.2061,13.8437,76.15,86,79,1.3,broken clouds
415,Virginia Beach,US,2022-05-07 22:12:24,36.8529,-75.978,65.05,76,100,16.11,overcast clouds
416,Jaciara,BR,2022-05-07 22:12:07,-15.9653,-54.9683,70.12,48,0,4.09,clear sky
417,Marawi,PH,2022-05-07 22:12:25,7.9986,124.2928,70.59,90,95,1.66,overcast clouds
418,Petropavlovsk-Kamchatskiy,RU,2022-05-07 22:12:26,53.0452,158.6483,55.99,44,0,2.24,clear sky
419,Sangar,RU,2022-05-07 22:12:26,63.9242,127.4739,28.45,89,100,7.54,light snow
420,Swan River,CA,2022-05-07 22:12:27,52.1058,-101.2676,67.35,63,100,11.74,overcast clouds
421,Englewood,US,2022-05-07 22:07:29,39.6478,-104.9878,90.09,11,75,18.41,broken clouds
422,Nganjuk,ID,2022-05-07 22:12:28,-7.6051,111.9035,75.29,92,37,2.8,scattered clouds
423,Waiouru,NZ,2022-05-07 22:12:29,-39.4833,175.6667,55.44,54,82,3.56,broken clouds
424,Juneau,US,2022-05-07 22:12:29,58.3019,-134.4197,50.0,82,75,11.5,broken clouds
425,Gunnedah,AU,2022-05-07 22:12:30,-30.9833,150.25,49.01,60,0,3.87,clear sky
426,Port Hardy,CA,2022-05-07 22:12:30,50.6996,-127.4199,44.78,81,75,6.91,light intensity shower rain
427,Hamilton,US,2022-05-07 22:10:04,39.1834,-84.5333,62.24,72,100,12.66,overcast clouds
428,Caraballeda,VE,2022-05-07 22:12:31,10.6112,-66.8522,86.07,66,75,2.3,broken clouds
429,Tocopilla,CL,2022-05-07 22:12:32,-22.092,-70.1979,63.1,78,17,3.11,few clouds
430,Phalia,PK,2022-05-07 22:12:33,32.4297,73.5775,85.33,17,0,4.18,clear sky
431,Bandarbeyla,SO,2022-05-07 22:12:33,9.4942,50.8122,82.31,87,51,9.22,broken clouds
432,Saint Petersburg,RU,2022-05-07 22:12:34,59.8944,30.2642,53.74,66,40,8.95,light rain
433,Poum,NC,2022-05-07 22:12:34,-20.2333,164.0167,77.45,69,66,20.47,broken clouds
434,Yerbogachen,RU,2022-05-07 22:12:35,61.2767,108.0108,32.97,86,35,17.92,light snow
435,Bambous Virieux,MU,2022-05-07 22:12:36,-20.3428,57.7575,76.21,77,25,14.7,scattered clouds
436,Campoverde,PE,2022-05-07 22:12:36,-8.4753,-74.8058,85.69,58,49,1.39,scattered clouds
437,Mareeba,AU,2022-05-07 22:12:37,-17.0,145.4333,72.45,94,100,4.25,overcast clouds
438,Itarema,BR,2022-05-07 22:12:38,-2.9248,-39.9167,78.58,87,88,9.46,overcast clouds
439,La Ronge,CA,2022-05-07 22:10:09,55.1001,-105.2842,51.06,53,96,6.17,overcast clouds
440,Deputatskiy,RU,2022-05-07 22:12:38,69.3,139.9,9.79,84,47,3.91,scattered clouds
441,Amga,RU,2022-05-07 22:12:39,60.8953,131.9608,39.02,97,100,4.36,light rain
442,Nara,JP,2022-05-07 22:12:40,34.6851,135.8049,59.5,36,28,6.15,scattered clouds
443,Teruel,ES,2022-05-07 22:12:40,40.6667,-0.6667,46.45,77,0,3.65,clear sky
444,Kuusamo,FI,2022-05-07 22:12:41,65.9667,29.1833,37.44,56,0,13.8,clear sky
445,Qinhuangdao,CN,2022-05-07 22:12:41,39.9317,119.5883,46.35,80,100,3.53,moderate rain
446,Menongue,AO,2022-05-07 22:12:42,-14.6585,17.691,63.03,68,86,2.1,overcast clouds
447,Naron,ES,2022-05-07 22:12:43,43.5167,-8.1528,61.68,75,99,7.29,overcast clouds
448,Kalawit,PH,2022-05-07 22:12:43,8.0667,122.5167,79.92,89,100,8.39,overcast clouds
449,Martin,US,2022-05-07 22:13:04,27.0837,-80.4164,87.98,66,65,20.56,light rain
450,Parichha,IN,2022-05-07 22:13:05,25.5167,78.75,89.08,17,0,4.68,clear sky
451,Ust-Kuyga,RU,2022-05-07 22:13:06,70.0167,135.6,12.36,91,96,7.74,overcast clouds
452,Raudeberg,NO,2022-05-07 22:13:06,61.9875,5.1352,41.67,89,91,14.36,overcast clouds
453,Mecca,SA,2022-05-07 22:13:07,21.4267,39.8261,76.01,51,0,6.73,clear sky
454,Chapais,CA,2022-05-07 22:13:08,49.7834,-74.8492,47.64,40,11,3.29,few clouds
455,Suntar,RU,2022-05-07 22:13:08,62.1444,117.6319,39.56,91,100,10.49,moderate rain
456,Achkhoy-Martan,RU,2022-05-07 22:13:09,43.19,45.28,44.71,95,100,3.83,overcast clouds
457,Zatoka,UA,2022-05-07 22:15:41,46.0725,30.4654,52.68,60,50,4.52,scattered clouds
458,Tarancon,ES,2022-05-07 22:15:42,40.0085,-3.0073,56.1,51,6,5.68,clear sky
459,Dauriya,RU,2022-05-07 22:15:42,49.9333,116.8667,43.84,45,7,5.14,clear sky
460,Cururupu,BR,2022-05-07 22:15:43,-1.8283,-44.8683,75.67,93,96,2.93,overcast clouds
