City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Carutapera,BR,2022-05-03 19:39:38,-1.195,-46.02,77.34,93,100,5.46
1,Chokurdakh,RU,2022-05-03 19:39:39,70.6333,147.9167,27.16,96,100,3.94
2,Kapaa,US,2022-05-03 19:35:53,22.0752,-159.319,79.12,78,40,16.11
3,Rikitea,PF,2022-05-03 19:39:40,-23.1203,-134.9692,77.54,77,100,17.52
4,Hermanus,ZA,2022-05-03 19:35:20,-34.4187,19.2345,62.15,93,0,7.67
5,Camacha,PT,2022-05-03 19:39:41,33.0833,-16.3333,60.22,63,20,14.97
6,Albany,US,2022-05-03 19:39:41,42.6001,-73.9662,65.88,57,100,4.0
7,San Juan,AR,2022-05-03 19:39:42,-31.5375,-68.5364,74.86,18,0,5.48
8,Jamestown,US,2022-05-03 19:39:42,42.097,-79.2353,62.24,77,100,8.05
9,Longyearbyen,SJ,2022-05-03 19:39:43,78.2186,15.6401,13.84,62,75,13.8
10,Hami,CN,2022-05-03 19:39:44,42.8,93.45,70.95,13,28,1.41
11,Lebu,CL,2022-05-03 19:37:40,-37.6167,-73.65,55.63,85,16,17.27
12,Malinyi,TZ,2022-05-03 19:39:44,-8.9333,36.1333,70.39,85,98,2.19
13,Moerai,PF,2022-05-03 19:39:45,-22.4333,-151.3333,77.68,85,100,20.09
14,Ushuaia,AR,2022-05-03 19:39:46,-54.8,-68.3,46.02,65,40,26.46
15,Mayor Pablo Lagerenza,PY,2022-05-03 19:39:46,-19.9309,-60.7718,76.57,32,19,9.91
16,Sao Filipe,CV,2022-05-03 19:39:47,14.8961,-24.4956,73.31,76,0,9.66
17,Bambanglipuro,ID,2022-05-03 19:39:48,-7.95,110.2833,78.04,90,100,6.6
18,Ostrovnoy,RU,2022-05-03 19:39:09,68.0531,39.5131,27.27,67,100,21.65
19,Punta Arenas,CL,2022-05-03 19:39:48,-53.15,-70.9167,44.71,70,75,35.68
20,Kahului,US,2022-05-03 19:39:49,20.8947,-156.47,73.85,83,40,17.27
21,Milkovo,RU,2022-05-03 19:39:49,54.7167,158.6167,35.96,75,87,2.33
22,Thompson,CA,2022-05-03 19:39:50,55.7435,-97.8558,28.56,69,75,4.61
23,Busselton,AU,2022-05-03 19:39:51,-33.65,115.3333,55.99,68,84,10.85
24,Alta Floresta,BR,2022-05-03 19:39:51,-9.8756,-56.0861,93.02,59,40,6.91
25,Kaitangata,NZ,2022-05-03 19:39:52,-46.2817,169.8464,48.2,83,6,3.56
26,Luderitz,NA,2022-05-03 19:39:52,-26.6481,15.1594,66.65,56,0,9.46
27,Dzhebariki-Khaya,RU,2022-05-03 19:39:53,62.2167,135.8,28.42,91,100,2.62
28,Millville,US,2022-05-03 19:39:15,39.4021,-75.0393,75.96,54,0,10.36
29,Souillac,MU,2022-05-03 19:39:54,-20.5167,57.5167,77.38,88,40,5.75
30,Tuatapere,NZ,2022-05-03 19:39:54,-46.1333,167.6833,50.2,89,71,4.36
31,Soyo,AO,2022-05-03 19:39:55,-6.1349,12.3689,78.64,88,87,5.86
32,Sao Gotardo,BR,2022-05-03 19:39:56,-19.3111,-46.0489,77.63,51,22,3.09
33,Hobart,AU,2022-05-03 19:39:56,-42.8794,147.3294,57.25,89,100,5.75
34,San Patricio,US,2022-05-03 19:39:57,28.017,-97.5169,84.29,68,100,15.77
35,Butaritari,KI,2022-05-03 19:39:57,3.0707,172.7902,81.93,75,27,12.82
36,Villa Del Rosario,CO,2022-05-03 19:39:58,7.8339,-72.4742,93.58,34,20,20.71
37,Vaini,TO,2022-05-03 19:39:58,-21.2,-175.2,73.56,88,75,5.75
38,Zyryanka,RU,2022-05-03 19:39:59,65.75,150.85,31.95,92,93,4.61
39,Nikolskoye,RU,2022-05-03 19:39:59,59.7035,30.7861,39.87,65,24,8.52
40,Adrar,MR,2022-05-03 19:40:00,20.5022,-10.0711,90.28,13,86,8.55
41,Bara,NG,2022-05-03 19:40:01,10.3744,10.7288,92.23,31,47,4.7
42,Lompoc,US,2022-05-03 19:40:02,34.6391,-120.4579,81.01,54,0,15.99
43,Seoul,KR,2022-05-03 19:39:32,37.5683,126.9778,49.44,61,0,4.61
44,Mataura,NZ,2022-05-03 19:40:02,-46.1927,168.8643,42.48,93,11,2.73
45,Nova Olimpia,BR,2022-05-03 19:37:45,-14.7972,-57.2881,73.35,83,76,10.74
46,Cape Town,ZA,2022-05-03 19:39:01,-33.9258,18.4232,64.9,89,100,12.66
47,San Jeronimo,PE,2022-05-03 19:41:04,-11.9472,-75.2829,58.91,60,95,2.93
48,Saint Anthony,US,2022-05-03 19:41:04,45.0205,-93.218,58.33,47,0,17.27
49,Laguna,US,2022-05-03 19:41:05,38.421,-121.4238,75.63,26,0,18.41
50,Anshun,CN,2022-05-03 19:41:05,26.25,105.9333,56.03,69,100,0.45
51,Clyde River,CA,2022-05-03 19:41:06,70.4692,-68.5914,14.23,79,20,14.97
52,Nyiradony,HU,2022-05-03 19:41:07,47.6975,21.9188,53.02,82,97,4.0
53,Derzhavinsk,KZ,2022-05-03 19:41:07,51.1,66.3167,49.12,39,97,12.17
54,Sept-Iles,CA,2022-05-03 19:39:45,50.2001,-66.3821,46.06,61,20,10.36
55,Kalmunai,LK,2022-05-03 19:41:08,7.4167,81.8167,81.66,79,84,3.51
56,Tiksi,RU,2022-05-03 19:41:09,71.6872,128.8694,3.96,100,88,5.28
57,Saint-Philippe,RE,2022-05-03 19:41:09,-21.3585,55.7679,71.19,83,50,10.65
58,Dengfeng,CN,2022-05-03 19:41:10,34.4553,113.0281,64.2,35,0,4.07
59,Adamovka,RU,2022-05-03 19:41:11,51.5223,59.9396,46.76,47,100,6.69
60,Barrow,US,2022-05-03 19:39:46,71.2906,-156.7887,23.02,86,100,10.36
61,Dikson,RU,2022-05-03 19:41:12,73.5069,80.5464,-2.47,100,64,3.58
62,New Norfolk,AU,2022-05-03 19:41:12,-42.7826,147.0587,56.91,83,100,5.75
63,Bredasdorp,ZA,2022-05-03 19:41:13,-34.5322,20.0403,60.91,97,3,1.5
64,Araouane,ML,2022-05-03 19:41:14,18.9048,-3.5265,85.15,11,70,4.65
65,Anadyr,RU,2022-05-03 19:41:16,64.75,177.4833,14.5,92,80,4.47
66,Khatanga,RU,2022-05-03 19:41:17,71.9667,102.5,13.77,94,100,6.6
67,Broome,US,2022-05-03 19:41:18,42.2506,-75.833,70.7,52,0,9.22
68,Egvekinot,RU,2022-05-03 19:41:18,66.3167,-179.1667,15.98,84,17,11.63
69,Katubao,PH,2022-05-03 19:41:19,5.8892,124.8294,79.18,81,95,4.27
70,Longyan,CN,2022-05-03 19:41:20,25.1072,117.0225,56.46,79,99,3.44
71,Necochea,AR,2022-05-03 19:41:20,-38.5473,-58.7368,60.82,50,0,11.52
72,Port Elizabeth,ZA,2022-05-03 19:41:21,-33.918,25.5701,66.49,96,100,12.66
73,Esperance,AU,2022-05-03 19:41:22,-33.8667,121.9,53.44,62,100,13.56
74,Dayong,CN,2022-05-03 19:41:23,25.0209,118.2898,60.71,60,93,5.12
75,Yumbe,UG,2022-05-03 19:41:23,3.4651,31.2469,69.35,76,67,3.67
76,Lagoa,PT,2022-05-03 19:41:24,39.05,-27.9833,61.7,85,58,11.21
77,Monrovia,LR,2022-05-03 19:41:25,6.3005,-10.7969,81.36,82,14,9.78
78,Povenets,RU,2022-05-03 19:41:26,62.8487,34.8262,30.42,82,88,14.45
79,Filingue,NE,2022-05-03 19:41:26,14.3521,3.3168,92.77,11,23,4.29
80,Bengkulu,ID,2022-05-03 19:41:27,-3.8004,102.2655,75.09,93,100,4.81
81,Brownwood,US,2022-05-03 19:39:03,31.7093,-98.9912,67.32,57,97,4.52
82,Darnah,LY,2022-05-03 19:41:28,32.767,22.6367,60.96,85,0,14.43
83,Cidreira,BR,2022-05-03 19:41:28,-30.1811,-50.2056,64.17,92,100,20.78
84,San Quintin,MX,2022-05-03 19:41:29,30.4833,-115.95,64.56,63,77,17.67
85,Bethel,US,2022-05-03 19:38:46,41.3712,-73.414,61.86,77,100,9.22
86,Qaanaaq,GL,2022-05-03 19:41:30,77.484,-69.3632,19.04,66,100,0.45
87,Itaueira,BR,2022-05-03 19:41:30,-7.6033,-43.0256,86.67,47,100,5.88
88,Atuona,PF,2022-05-03 19:42:31,-9.8,-139.0333,79.39,78,16,17.45
89,Ribeira Grande,PT,2022-05-03 19:42:31,38.5167,-28.7,64.8,82,20,9.22
90,Hilo,US,2022-05-03 19:40:28,19.7297,-155.09,77.29,97,100,6.91
91,Whitehorse,CA,2022-05-03 19:39:37,60.7161,-135.0538,48.09,44,75,18.41
92,Muravlenko,RU,2022-05-03 19:42:33,63.7898,74.523,28.33,81,100,20.24
93,Ancud,CL,2022-05-03 19:42:33,-41.8697,-73.8203,52.99,96,100,10.13
94,Gumdag,TM,2022-05-03 19:42:34,39.2061,54.5906,66.06,66,100,8.25
95,Arraial Do Cabo,BR,2022-05-03 19:42:34,-22.9661,-42.0278,84.16,74,0,14.97
96,Bull Savanna,JM,2022-05-03 19:42:35,17.8868,-77.5902,82.56,66,1,19.04
97,San Cristobal,VE,2022-05-03 19:42:36,7.7669,-72.225,87.98,44,20,7.65
98,El Dorado,US,2022-05-03 19:42:36,38.7666,-120.5177,69.19,28,6,3.0
99,Pisco,PE,2022-05-03 19:42:37,-13.7,-76.2167,72.01,64,0,8.05
100,Leningradskiy,RU,2022-05-03 19:42:37,69.3833,178.4167,15.15,90,86,5.68
101,Georgetown,MY,2022-05-03 19:37:51,5.4112,100.3354,80.53,93,20,5.01
102,Kavieng,PG,2022-05-03 19:42:38,-2.5744,150.7967,81.73,80,100,8.77
103,Mogadishu,SO,2022-05-03 19:40:40,2.0371,45.3438,82.44,79,100,18.68
104,Rajapur,IN,2022-05-03 19:42:39,25.3833,81.15,91.54,40,59,12.64
105,Lasa,IT,2022-05-03 19:42:39,46.6166,10.7002,54.48,97,98,1.19
106,Ulaanbaatar,MN,2022-05-03 19:42:40,47.9077,106.8832,39.33,33,0,0.0
107,Heishan,CN,2022-05-03 19:42:41,41.6892,122.1128,57.47,62,14,16.69
108,Avarua,CK,2022-05-03 19:42:41,-21.2078,-159.775,78.85,94,100,12.66
109,Qingdao,CN,2022-05-03 19:42:42,36.0986,120.3719,60.4,82,0,8.95
110,Honiara,SB,2022-05-03 19:42:42,-9.4333,159.95,79.21,84,52,2.06
111,Ahipara,NZ,2022-05-03 19:42:43,-35.1667,173.1667,57.6,83,75,6.55
112,Okitipupa,NG,2022-05-03 19:42:43,6.5047,4.7839,75.51,93,77,1.3
113,Smithville,US,2022-05-03 19:39:16,39.3869,-94.5811,54.61,68,100,10.36
114,Yellowknife,CA,2022-05-03 19:42:44,62.456,-114.3525,43.32,56,75,23.02
115,Rabat,MA,2022-05-03 19:39:52,33.9911,-6.8401,61.16,77,40,5.75
116,Pringsewu,ID,2022-05-03 19:42:45,-5.3582,104.9744,73.6,95,99,2.77
117,Esil,KZ,2022-05-03 19:42:45,51.9556,66.4042,47.17,35,61,9.42
118,Castro,BR,2022-05-03 19:42:11,-24.7911,-50.0119,63.91,90,100,8.23
119,Sitka,US,2022-05-03 19:42:46,57.0531,-135.33,44.49,76,75,11.5
120,Panzos,GT,2022-05-03 19:42:47,15.4,-89.6667,94.87,43,62,4.25
121,Kongsberg,NO,2022-05-03 19:42:47,59.6652,9.6465,44.98,57,75,2.57
122,Port-Gentil,GA,2022-05-03 19:42:48,-0.7193,8.7815,82.36,89,40,6.91
123,Kandrian,PG,2022-05-03 19:42:49,-6.2167,149.55,77.63,88,16,3.29
124,Jiexiu,CN,2022-05-03 19:42:49,37.0244,111.9125,61.3,26,1,6.55
125,Conakry,GN,2022-05-03 19:42:50,9.538,-13.6773,82.04,74,26,8.77
126,Bonavista,CA,2022-05-03 19:42:51,48.6499,-53.1147,37.81,91,100,15.64
127,La Orilla,MX,2022-05-03 19:42:51,17.9833,-102.2333,85.68,47,100,11.5
128,Bud,US,2022-05-03 19:42:52,39.447,-86.1758,78.82,82,100,19.08
129,Bose,IT,2022-05-03 19:42:52,45.4612,8.0137,56.64,75,100,5.61
130,Kodinsk,RU,2022-05-03 19:42:53,58.6881,99.1844,29.7,94,12,8.84
131,Mount Gambier,AU,2022-05-03 19:42:53,-37.8333,140.7667,51.71,93,100,8.05
132,Isangel,VU,2022-05-03 19:42:54,-19.55,169.2667,78.58,85,13,4.16
133,Wanning,CN,2022-05-03 19:42:55,18.8003,110.3967,69.22,82,100,9.75
134,Haukipudas,FI,2022-05-03 19:42:55,65.1765,25.3523,33.85,71,24,5.73
135,Mahebourg,MU,2022-05-03 19:43:56,-20.4081,57.7,77.29,88,40,5.75
136,Te Anau,NZ,2022-05-03 19:43:56,-45.4167,167.7167,47.14,91,66,1.05
137,Guerrero Negro,MX,2022-05-03 19:42:43,27.9769,-114.0611,67.6,59,100,14.99
138,Aleksandrovskoye,RU,2022-05-03 19:43:57,44.7142,43.0008,44.96,94,61,7.09
139,Carnarvon,AU,2022-05-03 19:43:58,-24.8667,113.6333,62.67,77,0,9.22
140,Kodiak,US,2022-05-03 19:43:58,57.79,-152.4072,42.31,87,100,5.75
141,East London,ZA,2022-05-03 19:43:59,-33.0153,27.9116,67.89,55,84,4.54
142,Dicabisagan,PH,2022-05-03 19:43:59,17.0818,122.4157,77.52,87,98,5.19
143,Port Lincoln,AU,2022-05-03 19:39:37,-34.7333,135.8667,56.64,62,70,16.51
144,Belaya Gora,RU,2022-05-03 19:44:00,68.5333,146.4167,31.14,94,100,4.92
145,Tadine,NC,2022-05-03 19:44:01,-21.55,167.8833,75.96,85,18,3.56
146,Bluff,NZ,2022-05-03 19:44:01,-46.6,168.3333,42.8,87,16,6.73
147,Nizhniy Kuranakh,RU,2022-05-03 19:44:02,58.8353,125.4869,26.24,89,100,4.07
148,La Solana,ES,2022-05-03 19:44:03,38.9442,-3.2381,52.0,79,95,17.92
149,Ponta Do Sol,PT,2022-05-03 19:44:03,32.6667,-17.1,65.03,54,30,5.3
150,Turukhansk,RU,2022-05-03 19:44:04,65.8167,87.9833,19.8,93,89,5.73
151,Tome,CL,2022-05-03 19:44:05,-36.6167,-72.95,65.01,60,9,8.52
152,Husavik,IS,2022-05-03 19:44:05,66.0449,-17.3389,32.74,97,100,12.73
153,Starkville,US,2022-05-03 19:43:57,33.4504,-88.8184,84.69,57,0,9.22
154,Las Palmas,ES,2022-05-03 19:44:07,28.4204,-14.0131,65.19,64,20,18.41
155,Majene,ID,2022-05-03 19:44:07,-3.5403,118.9707,77.74,87,100,4.94
156,Luoyang,CN,2022-05-03 19:44:08,34.6836,112.4536,63.28,39,0,5.55
157,Cockburn Town,TC,2022-05-03 19:44:08,21.4612,-71.1419,82.36,65,40,16.11
158,San Vicente,AR,2022-05-03 19:42:32,-26.6167,-54.1333,53.11,100,100,4.32
159,Kavaratti,IN,2022-05-03 19:44:09,10.5669,72.642,84.97,70,79,13.94
160,Siderno,IT,2022-05-03 19:44:10,38.2779,16.302,59.34,75,17,6.96
161,Puerto Escondido,MX,2022-05-03 19:40:22,15.85,-97.0667,86.83,74,40,4.61
162,Tagusao,PH,2022-05-03 19:44:11,9.1924,117.8141,78.57,84,91,2.75
163,Santa Maria,BR,2022-05-03 19:39:56,-29.6842,-53.8069,58.3,100,100,5.75
164,Vostok,RU,2022-05-03 19:44:12,46.4856,135.8833,33.26,97,61,2.93
165,Saint George,US,2022-05-03 19:41:01,37.1041,-113.5841,71.64,13,0,12.66
166,Barreirinhas,BR,2022-05-03 19:44:13,-2.7469,-42.8264,80.73,86,94,6.53
167,Saint-Louis,SN,2022-05-03 19:44:13,16.3333,-15.0,94.64,26,100,15.14
168,Aswan,EG,2022-05-03 19:44:14,24.0934,32.907,96.1,14,0,9.22
169,Megali Khora,GR,2022-05-03 19:44:15,38.6333,21.3667,58.66,84,7,3.89
170,Azanka,RU,2022-05-03 19:44:15,58.0401,64.7893,39.42,65,21,6.24
171,Margate,GB,2022-05-03 19:44:16,51.3813,1.3862,49.69,85,43,8.37
172,Galle,LK,2022-05-03 19:44:17,6.0367,80.217,81.68,84,100,8.81
173,Bom Jardim,BR,2022-05-03 19:44:17,-7.7958,-35.5872,75.6,88,62,8.61
174,Bend,US,2022-05-03 19:43:44,44.0582,-121.3153,58.48,38,0,6.91
175,Oktyabrskiy,RU,2022-05-03 19:44:18,54.4815,53.471,44.83,62,65,6.91
176,Hovd,MN,2022-05-03 19:44:19,48.0056,91.6419,56.41,61,63,1.01
177,Solnechnyy,RU,2022-05-03 19:44:20,50.7214,136.6319,30.38,97,89,5.39
178,Russell,US,2022-05-03 19:44:20,32.3502,-85.1999,88.12,48,20,6.91
179,Rawson,AR,2022-05-03 19:44:21,-43.3002,-65.1023,69.22,35,100,21.63
180,Namibe,AO,2022-05-03 19:44:22,-15.1961,12.1522,74.41,76,18,4.74
181,Paris,FR,2022-05-03 19:43:18,48.8534,2.3488,62.08,56,0,11.5
182,Quatre Cocos,MU,2022-05-03 19:45:23,-20.2078,57.7625,77.11,84,46,12.35
183,Aitape,PG,2022-05-03 19:45:24,-3.1374,142.3475,78.04,88,100,4.09
184,Port Alfred,ZA,2022-05-03 19:45:24,-33.5906,26.891,64.18,94,68,1.99
185,Fairbanks,US,2022-05-03 19:45:25,64.8378,-147.7164,53.1,42,0,4.61
186,Butler,US,2022-05-03 19:45:26,39.4501,-84.5666,77.14,81,100,14.97
187,Saskylakh,RU,2022-05-03 19:45:27,71.9167,114.0833,12.43,95,93,7.58
188,Zabol,AF,2022-05-03 19:45:28,32.25,67.25,64.29,42,100,8.86
189,Chuy,UY,2022-05-03 19:45:28,-33.6971,-53.4616,61.65,62,20,7.18
190,Condega,NI,2022-05-03 19:45:29,13.365,-86.3985,88.95,48,70,4.05
191,Mount Isa,AU,2022-05-03 19:42:10,-20.7333,139.5,69.57,46,0,11.5
192,Wawa,NG,2022-05-03 19:45:30,9.9022,4.4192,88.34,47,83,3.44
193,Victoria,HK,2022-05-03 19:40:52,22.2855,114.1577,73.45,69,39,8.99
194,Pimentel,PE,2022-05-03 19:45:31,-6.8367,-79.9342,75.49,60,0,17.27
195,Asyut,EG,2022-05-03 19:45:32,27.181,31.1837,84.38,25,20,8.7
196,Tebingtinggi,ID,2022-05-03 19:45:32,3.3285,99.1625,76.48,91,100,1.54
197,Westport,US,2022-05-03 19:45:08,41.1415,-73.3579,61.14,83,100,9.22
198,Cap-Aux-Meules,CA,2022-05-03 19:45:33,47.3821,-61.8597,42.85,75,75,9.22
199,Puerto Ayora,EC,2022-05-03 19:45:34,-0.7393,-90.3518,80.56,78,81,9.82
200,Alofi,NU,2022-05-03 19:45:35,-19.0595,-169.9187,76.89,73,100,9.22
201,Tuktoyaktuk,CA,2022-05-03 19:45:35,69.4541,-133.0374,23.0,100,100,11.5
202,Pangnirtung,CA,2022-05-03 19:45:36,66.1451,-65.7125,19.4,86,100,14.97
203,Coihaique,CL,2022-05-03 19:45:37,-45.5752,-72.0662,53.55,76,100,10.36
204,Siloam Springs,US,2022-05-03 19:45:38,36.1881,-94.5405,54.66,79,100,6.91
205,Laramie,US,2022-05-03 19:44:22,41.3114,-105.5911,62.1,32,0,24.16
206,Provideniya,RU,2022-05-03 19:45:39,64.3833,-173.3,20.8,52,37,11.1
207,Los Llanos De Aridane,ES,2022-05-03 19:43:54,28.6585,-17.9182,64.15,77,75,14.97
208,Sabha,LY,2022-05-03 19:45:40,27.0377,14.4283,73.18,17,0,10.2
209,Logan Lake,CA,2022-05-03 19:45:41,50.4998,-120.8025,58.84,55,98,9.8
210,Gwadar,PK,2022-05-03 19:45:42,25.1216,62.3254,81.27,74,0,11.9
211,Krasnozerskoye,RU,2022-05-03 19:45:43,53.9828,79.2374,41.29,34,76,6.24
212,Clara,IE,2022-05-03 19:45:44,53.3425,-7.6139,57.15,83,100,8.32
213,Sabratah,LY,2022-05-03 19:45:44,32.7933,12.4885,72.23,40,0,12.91
214,Jaciara,BR,2022-05-03 19:45:45,-15.9653,-54.9683,84.81,50,90,6.53
215,Nara,JP,2022-05-03 19:45:46,34.6851,135.8049,51.69,61,0,2.42
216,Tiznit,MA,2022-05-03 19:45:46,29.5833,-9.5,55.92,82,69,13.94
217,Turbat,PK,2022-05-03 19:45:47,26.0023,63.044,84.7,39,0,1.14
218,Beisfjord,NO,2022-05-03 19:45:48,68.3751,17.5988,32.05,94,100,4.92
219,Kidal,ML,2022-05-03 19:45:49,18.4411,1.4078,87.82,8,98,8.75
220,Traverse City,US,2022-05-03 19:45:49,44.7631,-85.6206,50.11,87,100,4.61
221,Lai,TD,2022-05-03 19:45:50,9.3952,16.2989,84.83,53,84,8.84
222,Anklam,DE,2022-05-03 19:45:50,53.8564,13.6897,48.06,90,25,3.6
223,Ambon,ID,2022-05-03 19:45:51,-3.6954,128.1814,75.34,94,40,6.91
224,Kapit,MY,2022-05-03 19:45:52,2.0167,112.9333,73.8,100,75,0.31
225,Miyazu,JP,2022-05-03 19:45:52,35.5333,135.1833,46.78,73,0,7.52
226,Ola,RU,2022-05-03 19:46:53,59.5833,151.2833,32.52,88,76,2.95
227,Andenes,NO,2022-05-03 19:46:54,69.3143,16.1194,30.18,86,100,5.75
228,Norman Wells,CA,2022-05-03 19:46:56,65.282,-126.8329,55.44,47,75,16.11
229,Lata,PT,2022-05-03 19:46:56,40.1629,-8.3327,57.38,66,44,4.92
230,Jacareacanga,BR,2022-05-03 19:46:57,-6.2222,-57.7528,84.22,78,57,2.26
231,Kolpashevo,RU,2022-05-03 19:46:58,58.3131,82.9089,30.42,86,5,5.73
232,Thinadhoo,MV,2022-05-03 19:46:59,0.5333,72.9333,81.9,77,100,15.12
233,Northam,GB,2022-05-03 19:46:59,51.0333,-4.2167,53.62,87,94,4.59
234,Catamarca,AR,2022-05-03 19:47:00,-28.4696,-65.7852,75.78,31,0,3.0
235,Angoche,MZ,2022-05-03 19:47:01,-16.2325,39.9086,74.07,75,7,8.12
236,Hamilton,US,2022-05-03 19:44:50,39.1834,-84.5333,77.94,77,75,17.27
237,Laukaa,RU,2022-05-03 19:47:02,58.7372,29.8453,33.94,70,8,5.91
238,Lufkin,US,2022-05-03 19:47:03,31.3382,-94.7291,83.84,70,20,10.36
239,Nganjuk,ID,2022-05-03 19:47:04,-7.6051,111.9035,75.36,95,100,4.12
240,Umm Kaddadah,SD,2022-05-03 19:47:04,13.6017,26.6876,90.19,26,82,10.65
241,Chulym,RU,2022-05-03 19:47:05,55.0997,80.9572,38.88,39,43,3.06
242,Dunedin,NZ,2022-05-03 19:47:06,-45.8742,170.5036,52.81,89,12,1.99
243,Dudinka,RU,2022-05-03 19:47:07,69.4058,86.1778,18.63,99,100,5.48
244,Urumqi,CN,2022-05-03 19:47:08,43.801,87.6005,65.35,49,98,4.47
245,Arman,RU,2022-05-03 19:47:09,59.7,150.1667,32.94,82,71,2.28
246,Lavrentiya,RU,2022-05-03 19:47:09,65.5833,-171.0,13.37,80,23,7.31
247,Yerbogachen,RU,2022-05-03 19:47:11,61.2767,108.0108,27.7,95,100,13.49
248,Suicheng,CN,2022-05-03 19:47:12,33.8963,117.9331,59.67,67,0,8.28
249,Torbay,CA,2022-05-03 19:45:08,47.6666,-52.7314,46.89,79,75,13.8
250,Hithadhoo,MV,2022-05-03 19:47:13,-0.6,73.0833,80.96,82,94,16.49
251,Namatanai,PG,2022-05-03 19:47:13,-3.6667,152.4333,79.81,83,43,5.99
252,Gravdal,NO,2022-05-03 19:47:14,68.1214,13.5031,31.89,93,40,3.44
253,Naze,JP,2022-05-03 19:47:15,28.3667,129.4833,65.32,62,100,7.11
254,Tongchuan,CN,2022-05-03 19:47:16,35.0806,109.0897,58.26,32,0,2.46
255,Mar Del Plata,AR,2022-05-03 19:42:25,-38.0023,-57.5575,61.95,59,0,14.97
256,Axim,GH,2022-05-03 19:47:17,4.8699,-2.2405,81.07,83,99,7.83
257,Santa Maria Do Para,BR,2022-05-03 19:47:18,-1.3503,-47.5756,74.07,99,100,6.46
258,Lorengau,PG,2022-05-03 19:47:19,-2.0226,147.2712,81.59,79,98,4.16
259,Zhoucheng,CN,2022-05-03 19:47:19,35.9122,116.3117,57.51,48,0,7.52
260,Constitucion,CL,2022-05-03 19:47:20,-35.3333,-72.4167,63.99,56,2,14.0
261,Flinders,AU,2022-05-03 19:47:20,-34.5833,150.8552,58.28,88,0,1.99
262,Barber,CW,2022-05-03 19:47:21,12.2833,-69.0667,85.98,70,20,13.8
263,Pemangkat,ID,2022-05-03 19:47:22,1.1667,108.9667,79.25,86,100,7.43
264,Muscatine,US,2022-05-03 19:44:55,41.4667,-91.1335,49.84,80,100,13.8
265,Aripuana,BR,2022-05-03 19:47:23,-9.1667,-60.6333,84.16,69,100,0.94
266,Ajaccio,FR,2022-05-03 19:46:29,42.0,8.9167,57.18,55,0,3.44
267,Faanui,PF,2022-05-03 19:47:24,-16.4833,-151.75,80.94,77,83,10.78
268,Pevek,RU,2022-05-03 19:47:24,69.7008,170.3133,16.43,93,95,3.83
269,Khuchni,RU,2022-05-03 19:47:25,41.9499,47.9485,43.81,83,42,2.55
270,Umm Lajj,SA,2022-05-03 19:47:25,25.0213,37.2685,84.49,52,0,3.11
271,Atar,MR,2022-05-03 19:47:26,20.5169,-13.0499,91.35,11,0,8.37
272,Tasiilaq,GL,2022-05-03 19:47:27,65.6145,-37.6368,28.56,77,100,5.21
273,Paciran,ID,2022-05-03 19:47:27,-6.8767,112.3761,79.41,86,96,7.92
274,Mwene-Ditu,CD,2022-05-03 19:47:28,-7.0,23.45,65.37,90,51,3.98
275,College,US,2022-05-03 19:47:29,64.8569,-147.8028,53.1,42,0,4.61
276,Morondava,MG,2022-05-03 19:48:29,-20.2833,44.2833,76.84,76,0,6.67
277,Atambua,ID,2022-05-03 19:48:30,-9.1061,124.8925,73.72,88,47,4.05
278,Preobrazheniye,RU,2022-05-03 19:48:31,42.9019,133.9064,47.5,70,99,8.12
279,Luwuk,ID,2022-05-03 19:48:31,-0.9516,122.7875,77.94,85,77,3.8
280,Acapulco,MX,2022-05-03 19:48:23,16.8634,-99.8901,88.47,47,34,11.5
281,Upernavik,GL,2022-05-03 19:48:32,72.7868,-56.1549,12.56,86,15,10.16
